('2017-04-26 23:55:56', 'Market Commentary For Thursday Apr 27 $JPM $ORLY $BA $WTW $NFLX $IRBT $DECK
('2017-04-21 18:20:01', '5 things JPMorgan Chase wants you to know $JPM  https://t.co/33bxu85Luf')
('2017-04-21 18:15:19', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/kip5oGN9Vd $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 18:15:04', 'Long #European #banks $MB.MI $MDIBY $UBG.MI $UNCFF $BBVA $SAN $FAZ more attractive than American sell $BAC $WFC $C $MS $GS $JPM $BPOP $BBT')
('2017-04-21 18:14:50', 'Jefferies Group Weighs in on JPMorgan Chase &amp; Co.â€™s Q4 2017 Earnings $JPM https://t.co/FKLzd0Urjh')
('2017-04-21 18:10:15', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/Yycairc0fy $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 18:05:14', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/vT9HmoiNbp $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 18:03:23', '$SPY $BAC $GS $JPM $AAPL $FB - tax cut legislation will be revealed next week. That puts huge bid under market regardless of French results')
('2017-04-21 18:01:15', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/Yycairc0fy $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 18:01:15', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/SOm8rjvuBZ $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 18:00:34', 'HUGE $AMZN $GOOGL $AAPL $FB $TSLA $GS $JPM https://t.co/kbPeBkW7oh')
('2017-04-21 17:58:00', 'Risk Parity:Tudor Jones:Apokalypto when volatility returns vs AQR: concerns are overblown.Flow exit strategy 4 7 ofâ€_ https://t.co/NgGjcmXPbv')
('2017-04-21 17:55:08', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/vT9HmoiNbp $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 17:50:11', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/SOm8rjvuBZ $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 17:48:34', '#JPMorganChase 5 Things #organChase Wants You to Know. Read more: https://t.co/TzjgfcPYbu $JPM')
('2017-04-21 17:44:14', '$JPM 5 Things JPMorgan Chase Wants You to Know https://t.co/spTYbtDuVY')
('2017-04-21 17:43:31'," ""RT @chuckjlaporta: @pdacosta @dandolfa @HuntCfp @DiMartinoBooth False. Everyone knew who the troubled banks were. $JPM $WFC didn't need thâ€_"")"
('2017-04-21 17:40:08'," ""RT @chuckjlaporta: @pdacosta @dandolfa @HuntCfp @DiMartinoBooth False. Everyone knew who the troubled banks were. $JPM $WFC didn't need thâ€_"")"
('2017-04-21 17:35:37'," ""RT @chuckjlaporta: @pdacosta @dandolfa @HuntCfp @DiMartinoBooth False. Everyone knew who the troubled banks were. $JPM $WFC didn't need thâ€_"")"
('2017-04-21 17:32:48', '5 Things JPMorgan Chase Wants You to Know https://t.co/9QdMo5sLhq $JPM https://t.co/64u7fNqqPo')
('2017-04-21 17:32:02'," ""@pdacosta @dandolfa @HuntCfp @DiMartinoBooth False. Everyone knew who the troubled banks were. $JPM $WFC didn't neâ€_ https://t.co/blYSqPqpd9"")"
('2017-04-21 17:27:04', '$JPM:\n\n5 Things JPMorgan Chase Wants You to Know:\n\nhttps://t.co/shA68r0sVC')
('2017-04-21 17:25:37', '$spx $nasdaq $es_f $nq_f $zb_f $cl_f $gc_f $aapl $jpm $googl $amzn $nflx $amzn $tsla $nvda $baba $gs $jpm $v Al Broâ€_ https://t.co/By5qW08AMW')
('2017-04-21 17:25:17', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/Y2IyCJ0xmf')
('2017-04-21 17:20:14'," ""Don't give up. We believe in you. https://t.co/ahimqVpBnW #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 17:18:50', '@lupei74 @federalreserve Fischer is NUTS to think that a Living Will for say $GS would save the system if they collâ€_ https://t.co/EkVwodKrNj')
('2017-04-21 17:16:53', 'RT @apppro1: Hey @jonnajarian $bac $jpm what the heck????\n\n@petenajarian https://t.co/AJJfWLJl0I')
('2017-04-21 17:16:24', 'Hey @jonnajarian $bac $jpm what the heck????\n\n@petenajarian https://t.co/AJJfWLJl0I')
('2017-04-21 17:15:21'," ""Don't give up. We believe in you. https://t.co/LxoFHkJeLf #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 17:10:18'," ""Don't give up. We believe in you. https://t.co/ddJt5HPd04 #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 17:05:53'," ""RT @maxjcm: Consortium $CSCO API that supports tech offered by ethereum $JPM's Quorum and Linux-led Hyperledger project\n\nhttps://t.co/qlYyâ€_"")"
('2017-04-21 17:05:17'," ""Don't give up. We believe in you. https://t.co/GzN1ejwV4m #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 17:04:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/oBDk4azzMQ')
('2017-04-21 17:03:01', '$JPM - Goldman Goes Beyond Annual Review With Real-Time Employee Ratings -- Update https://t.co/jrpsSKsjKI')
('2017-04-21 17:03:01', 'Goldman Sachs joins JPMorgan by introducing real-time employee performance reviews https://t.co/8ZU0PbpQEc $GS $JPM')
('2017-04-21 16:56:37', '#JPMorganChase Breakingviews: organ believes a $100 billion deal may happen. Read more: https://t.co/7eNmvLNJpe $JPM')
('2017-04-21 16:55:11'," ""Don't give up. We believe in you. https://t.co/NsIdKlatAs #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 16:55:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/awSOQ6ZKUJ')
('2017-04-21 16:55:02', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/Dqfxk3FNxJ')
('2017-04-21 16:50:15'," ""Don't give up. We believe in you. https://t.co/ibaiecPsRR #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 16:45:20'," ""Don't give up. We believe in you. https://t.co/fhMmdjxaHM #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 16:40:13'," ""Don't give up. We believe in you. https://t.co/8Rb3ECvffD #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 16:35:14'," ""Don't give up. We believe in you. https://t.co/FKjRAxswVC #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 16:33:00', 'RT @arnabch01: #AI #ML #BigData #HPC #fintech #roboadvisor to revolutionize #AssetManagement #banking $BLK $C $JPM $GS $WFC $MS $BK https:/â€_')
('2017-04-21 16:32:42', 'RT @arnabch01: #AI #ML #BigData #HPC #fintech #roboadvisor to revolutionize #AssetManagement #banking $BLK $C $JPM $GS $WFC $MS $BK https:/â€_')
('2017-04-21 16:30:53'," ""Don't give up. We believe in you. https://t.co/wxAc60pNhn #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 16:28:17', 'RT @Sandro_power: $JPM $GS some bearish scalp trades have worked today but nothing compares to when you have a strong confirmation to a movâ€_')
('2017-04-21 16:27:47', '$JPM $GS some bearish scalp trades have worked today but nothing compares to when you have a strong confirmation to a move.')
('2017-04-21 16:25:12'," ""Don't give up. We believe in you. https://t.co/kip5oGN9Vd #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
('2017-04-21 16:24:55', 'RT @Sandro_power: $JPM looking weak I am in some  may 19  85 puts at 1.73 this is just an early entry this still needs to confirm for a solâ€_')
('2017-04-21 16:20:23'," 'JPMorgan Chase &amp; Co ( $JPM :NYSE) forms bullish ""Continuation Wedge"" chart pattern. https://t.co/FVbcNwgkXa https://t.co/RTty4QbtWH')"
('2017-04-21 16:20:22'," ""Don't give up. We believe in you. https://t.co/yQYLOKn5Qu #entrepreneur #motivation $msft $xle $efa $jpm $csco #FridayFeeling"")"
